;MATCH UP;GAME DATE;W/L;MIN;PTS;FGM;FGA;FG%;3PM;3PA;3P%;FTM;FTA;FT%;OREB;DREB;REB;AST;TOV;STL;BLK;PF;+/-
757;DAL @ GSW;02/04/2023;L;48;113;39;85;45.9;14;40;35.0;21;27;77.8;10;29;39;22;14;9;1;18;-6
758;HOU @ OKC;02/04/2023;L;48;121;45;89;50.6;10;30;33.3;21;27;77.8;9;25;34;29;16;4;8;18;-32
759;GSW vs. DAL;02/04/2023;W;48;119;45;82;54.9;14;35;40.0;15;19;78.9;5;33;38;33;14;6;5;24;6
760;MIL vs. MIA;02/04/2023;W;48;123;46;88;52.3;14;40;35.0;17;28;60.7;10;41;51;23;12;6;4;14;8
761;CHI vs. POR;02/04/2023;W;48;129;48;80;60.0;12;26;46.2;21;25;84.0;6;35;41;32;12;6;3;19;8
762;NOP vs. LAL;02/04/2023;W;48;131;52;100;52.0;9;30;30.0;18;20;90.0;14;34;48;28;11;6;0;22;5
763;MIA @ MIL;02/04/2023;L;48;115;45;101;44.6;8;31;25.8;17;21;81.0;13;31;44;23;7;9;2;23;-8
764;BKN vs. WAS;02/04/2023;W;48;125;43;86;50.0;14;33;42.4;25;28;89.3;10;29;39;21;15;4;10;28;2
765;WAS @ BKN;02/04/2023;L;48;123;39;81;48.1;13;28;46.4;32;41;78.0;6;33;39;22;16;10;3;21;-2
766;LAC @ NYK;02/04/2023;W;53;134;44;92;47.8;16;37;43.2;30;35;85.7;9;37;46;24;13;8;4;20;6
767;DEN vs. ATL;02/04/2023;W;48;128;48;95;50.5;15;38;39.5;17;20;85.0;12;36;48;32;13;14;6;15;20
768;ORL @ MIN;02/03/2023;W;48;127;45;85;52.9;12;23;52.2;25;38;65.8;13;29;42;23;17;11;3;24;7
769;IND vs. SAC;02/03/2023;W;48;107;40;89;44.9;17;41;41.5;10;14;71.4;9;38;47;28;18;13;5;18;3
770;HOU vs. TOR;02/03/2023;L;48;111;40;80;50.0;7;21;33.3;24;33;72.7;6;34;40;22;13;5;4;26;-6
771;DET vs. CHA;02/03/2023;W;48;118;44;86;51.2;14;32;43.8;16;23;69.6;12;39;51;27;23;7;3;22;6
772;PHX @ BOS;02/03/2023;W;48;106;41;95;43.2;12;32;37.5;12;14;85.7;10;43;53;28;9;6;6;22;12
773;MIN vs. ORL;02/03/2023;L;48;120;40;87;46.0;16;44;36.4;24;28;85.7;12;29;41;21;20;7;7;27;-7
774;TOR @ HOU;02/03/2023;W;48;117;41;90;45.6;15;39;38.5;20;27;74.1;13;30;43;21;9;9;7;25;6
775;CHA @ DET;02/03/2023;L;48;112;40;90;44.4;9;34;26.5;23;30;76.7;8;29;37;22;14;16;2;20;-6
776;PHI @ SAS;02/03/2023;W;48;137;46;87;52.9;13;27;48.1;32;41;78.0;14;25;39;28;11;11;3;13;12
777;SAS vs. PHI;02/03/2023;L;48;125;52;89;58.4;7;21;33.3;14;15;93.3;9;26;35;32;18;8;0;25;-12
778;WAS vs. POR;02/03/2023;L;48;116;42;84;50.0;12;33;36.4;20;22;90.9;9;32;41;27;11;4;3;19;-8
779;POR @ WAS;02/03/2023;W;48;124;43;88;48.9;17;41;41.5;21;23;91.3;11;27;38;25;7;5;2;17;8
780;UTA vs. ATL;02/03/2023;L;48;108;41;91;45.1;13;44;29.5;13;18;72.2;13;37;50;20;15;4;2;22;-7
781;ATL @ UTA;02/03/2023;W;48;115;44;95;46.3;10;37;27.0;17;23;73.9;14;38;52;28;9;8;5;18;7
782;BOS vs. PHX;02/03/2023;L;48;94;29;75;38.7;10;38;26.3;26;31;83.9;3;40;43;18;15;5;3;21;-12
783;SAC @ IND;02/03/2023;L;48;104;37;86;43.0;13;38;34.2;17;20;85.0;11;38;49;24;20;6;5;15;-3
784;LAL @ IND;02/02/2023;W;48;112;42;92;45.7;6;22;27.3;22;31;71.0;13;38;51;29;13;8;5;10;1
785;CLE vs. MEM;02/02/2023;W;48;128;49;91;53.8;14;29;48.3;16;22;72.7;9;32;41;33;16;12;7;17;15
786;IND vs. LAL;02/02/2023;L;48;111;45;93;48.4;16;41;39.0;5;6;83.3;6;40;46;30;16;8;6;21;-1
787;NOP @ DAL;02/02/2023;L;48;106;42;84;50.0;5;20;25.0;17;21;81.0;12;38;50;27;17;6;5;26;-5
788;MEM @ CLE;02/02/2023;L;48;113;41;87;47.1;10;23;43.5;21;22;95.5;11;33;44;22;18;8;5;23;-15
789;MIA @ NYK;02/02/2023;L;48;104;39;87;44.8;13;36;36.1;13;16;81.3;9;24;33;24;11;8;3;15;-2
790;MIL vs. LAC;02/02/2023;W;48;106;39;90;43.3;9;37;24.3;19;27;70.4;8;45;53;16;10;2;0;17;1
791;DEN vs. GSW;02/02/2023;W;48;134;51;90;56.7;16;35;45.7;16;21;76.2;7;31;38;35;13;10;2;19;17
792;CHI vs. CHA;02/02/2023;W;48;114;41;79;51.9;11;28;39.3;21;26;80.8;8;32;40;24;14;9;3;18;16
793;DAL vs. NOP;02/02/2023;W;48;111;37;85;43.5;14;41;34.1;23;29;79.3;6;30;36;16;8;10;3;24;5
794;CHA @ CHI;02/02/2023;L;48;98;39;93;41.9;7;35;20.0;13;14;92.9;16;29;45;19;15;6;4;15;-16
795;GSW @ DEN;02/02/2023;L;48;117;43;85;50.6;19;38;50.0;12;19;63.2;10;32;42;25;17;4;4;23;-17
796;NYK vs. MIA;02/02/2023;W;48;106;40;83;48.2;12;36;33.3;14;18;77.8;11;33;44;25;18;8;0;17;2
797;LAC @ MIL;02/02/2023;L;48;105;39;95;41.1;13;36;36.1;14;20;70.0;9;40;49;15;7;8;4;22;-1
798;BOS vs. BKN;02/01/2023;W;48;139;53;92;57.6;26;54;48.1;7;10;70.0;11;46;57;28;12;4;4;13;43
799;HOU vs. OKC;02/01/2023;W;48;112;41;94;43.6;7;23;30.4;23;31;74.2;24;41;65;20;18;6;12;20;6
800;ORL @ PHI;02/01/2023;L;48;94;33;87;37.9;6;38;15.8;22;29;75.9;12;34;46;12;15;10;4;21;-11
801;POR @ MEM;02/01/2023;W;48;122;41;87;47.1;14;36;38.9;26;27;96.3;9;32;41;24;13;3;5;22;10
802;BKN @ BOS;02/01/2023;L;48;96;36;88;40.9;9;39;23.1;15;18;83.3;5;27;32;19;7;8;1;12;-43
803;SAC @ SAS;02/01/2023;W;48;119;48;90;53.3;8;27;29.6;15;19;78.9;6;28;34;25;10;10;3;13;10
804;OKC @ HOU;02/01/2023;L;48;106;38;103;36.9;12;43;27.9;18;22;81.8;24;28;52;22;10;11;6;23;-6
805;SAS vs. SAC;02/01/2023;L;48;109;48;88;54.5;8;24;33.3;5;7;71.4;8;32;40;30;18;5;1;17;-10
806;MEM vs. POR;02/01/2023;L;48;112;41;87;47.1;9;37;24.3;21;28;75.0;12;32;44;28;13;8;7;22;-10
807;PHI vs. ORL;02/01/2023;W;48;105;34;78;43.6;14;35;40.0;23;26;88.5;7;36;43;27;19;7;4;24;11
808;UTA vs. TOR;02/01/2023;W;48;131;44;83;53.0;17;47;36.2;26;30;86.7;13;36;49;29;16;3;11;17;3
809;PHX vs. ATL;02/01/2023;L;48;100;35;86;40.7;4;28;14.3;26;31;83.9;12;32;44;22;16;8;4;13;-32
810;TOR @ UTA;02/01/2023;L;48;128;50;110;45.5;10;23;43.5;18;26;69.2;25;27;52;27;8;11;2;22;-3
811;ATL @ PHX;02/01/2023;W;48;132;52;91;57.1;19;33;57.6;9;11;81.8;6;39;45;32;12;6;5;24;32
812;GSW @ MIN;02/01/2023;L;53;114;38;91;41.8;11;35;31.4;27;34;79.4;9;49;58;21;17;7;4;24;-5
813;MIN vs. GSW;02/01/2023;W;53;119;46;106;43.4;14;50;28.0;13;24;54.2;10;43;53;26;11;5;7;23;5
814;LAL @ NYK;01/31/2023;W;53;129;48;93;51.6;11;33;33.3;22;31;71.0;11;33;44;29;14;6;1;23;6
815;CHI vs. LAC;01/31/2023;L;48;103;38;77;49.4;12;24;50.0;15;21;71.4;6;45;51;26;20;6;6;19;-5
816;LAC @ CHI;01/31/2023;W;48;108;37;93;39.8;12;44;27.3;22;26;84.6;11;33;44;24;8;15;6;16;5
817;NYK vs. LAL;01/31/2023;L;53;123;44;98;44.9;7;34;20.6;28;32;87.5;13;32;45;27;9;6;3;24;-6
818;MIA @ CLE;01/31/2023;W;48;100;34;78;43.6;14;31;45.2;18;25;72.0;9;36;45;21;15;7;3;17;3
819;CHA @ MIL;01/31/2023;L;48;115;42;111;37.8;11;39;28.2;20;26;76.9;18;44;62;27;11;6;6;24;-9
820;NOP @ DEN;01/31/2023;L;48;113;42;85;49.4;8;27;29.6;21;25;84.0;8;28;36;28;15;13;2;24;-9
821;MIL vs. CHA;01/31/2023;W;48;124;43;105;41.0;15;44;34.1;23;27;85.2;16;50;66;18;12;7;8;21;9
822;CLE vs. MIA;01/31/2023;L;48;97;40;83;48.2;11;40;27.5;6;12;50.0;5;34;39;32;13;9;6;20;-3
823;DEN vs. NOP;01/31/2023;W;48;122;43;87;49.4;16;36;44.4;20;24;83.3;10;34;44;33;18;7;3;21;9
824;TOR @ PHX;01/30/2023;L;48;106;40;89;44.9;9;33;27.3;17;19;89.5;16;28;44;19;14;9;4;19;-8
825;WAS @ SAS;01/30/2023;W;48;127;48;86;55.8;16;30;53.3;15;17;88.2;5;40;45;32;14;7;8;19;21
826;DAL vs. DET;01/30/2023;W;48;111;39;79;49.4;10;34;29.4;23;33;69.7;9;31;40;17;11;6;1;18;6
827;OKC vs. GSW;01/30/2023;L;48;120;46;93;49.5;11;24;45.8;17;20;85.0;8;35;43;23;17;10;4;18;-8
828;ORL @ PHI;01/30/2023;W;48;119;42;99;42.4;11;29;37.9;24;30;80.0;15;35;50;23;10;11;6;16;10
829;POR vs. ATL;01/30/2023;W;48;129;43;79;54.4;19;40;47.5;24;27;88.9;3;29;32;24;8;2;7;21;4
830;MIN vs. SAC;01/30/2023;L;53;111;43;92;46.7;12;39;30.8;13;25;52.0;8;41;49;26;18;7;3;16;-7
831;BKN vs. LAL;01/30/2023;W;48;121;45;95;47.4;16;41;39.0;15;19;78.9;12;38;50;24;11;8;9;25;17
832;SAS vs. WAS;01/30/2023;L;48;106;42;97;43.3;7;29;24.1;15;23;65.2;14;29;43;26;10;6;6;20;-21
833;GSW @ OKC;01/30/2023;W;48;128;46;90;51.1;20;47;42.6;16;20;80.0;6;38;44;37;15;9;4;18;8
834;LAL @ BKN;01/30/2023;L;48;104;35;89;39.3;11;29;37.9;23;37;62.2;16;37;53;24;14;1;3;16;-17
835;DET @ DAL;01/30/2023;L;48;105;36;79;45.6;14;39;35.9;19;27;70.4;9;31;40;18;14;9;6;31;-6
836;PHI vs. ORL;01/30/2023;L;48;109;40;85;47.1;11;30;36.7;18;23;78.3;8;37;45;28;19;8;3;25;-10
837;SAC @ MIN;01/30/2023;W;53;118;47;99;47.5;9;30;30.0;15;22;68.2;10;40;50;20;12;15;3;21;7
838;PHX vs. TOR;01/30/2023;W;48;114;43;87;49.4;11;28;39.3;17;21;81.0;13;29;42;28;12;10;4;16;8
839;ATL @ POR;01/30/2023;L;48;125;44;94;46.8;13;30;43.3;24;30;80.0;17;28;45;26;7;5;0;21;-4
840;CHA vs. MIA;01/29/2023;W;48;122;45;83;54.2;15;40;37.5;17;22;77.3;11;36;47;25;19;6;3;18;5
841;MIL vs. NOP;01/29/2023;W;48;135;53;96;55.2;17;43;39.5;12;20;60.0;12;45;57;27;12;7;4;18;25
842;MEM vs. IND;01/29/2023;W;48;112;43;89;48.3;9;37;24.3;17;22;77.3;15;26;41;29;9;10;8;21;12
843;IND @ MEM;01/29/2023;L;48;100;36;79;45.6;9;32;28.1;19;21;90.5;11;27;38;21;18;4;6;22;-12
844;NOP @ MIL;01/29/2023;L;48;110;41;93;44.1;13;34;38.2;15;21;71.4;8;30;38;25;12;7;3;20;-25
845;CLE vs. LAC;01/29/2023;W;48;122;44;78;56.4;20;33;60.6;14;19;73.7;4;31;35;35;13;9;7;23;23
846;LAC @ CLE;01/29/2023;L;48;99;37;89;41.6;2;19;10.5;23;27;85.2;15;30;45;17;15;6;0;19;-23
847;MIA @ CHA;01/29/2023;L;48;117;45;93;48.4;10;31;32.3;17;23;73.9;10;26;36;26;11;11;0;17;-5
848;ATL vs. LAC;01/28/2023;L;48;113;45;95;47.4;7;27;25.9;16;20;80.0;15;32;47;24;9;12;2;18;-7
849;SAS vs. PHX;01/28/2023;L;53;118;48;109;44.0;10;29;34.5;12;17;70.6;17;36;53;32;13;6;4;20;-10
850;POR vs. TOR;01/28/2023;L;48;105;40;76;52.6;7;24;29.2;18;23;78.3;3;24;27;18;12;3;6;16;-18
851;LAL @ BOS;01/28/2023;L;53;121;47;105;44.8;12;42;28.6;15;20;75.0;11;36;47;30;12;4;0;23;-4
852;UTA vs. DAL;01/28/2023;W;48;108;39;82;47.6;13;36;36.1;17;24;70.8;13;36;49;26;17;9;6;23;8
853;TOR @ POR;01/28/2023;W;48;123;48;92;52.2;10;30;33.3;17;18;94.4;15;30;45;24;8;6;3;18;18
854;NYK @ BKN;01/28/2023;L;48;115;45;88;51.1;10;28;35.7;15;19;78.9;14;31;45;19;11;4;4;14;-7
855;PHI vs. DEN;01/28/2023;W;48;126;46;89;51.7;18;35;51.4;16;24;66.7;12;27;39;31;11;10;2;15;7
856;DEN @ PHI;01/28/2023;L;48;119;44;81;54.3;14;34;41.2;17;20;85.0;6;30;36;28;14;6;6;14;-7
857;DAL @ UTA;01/28/2023;L;48;100;35;80;43.8;18;46;39.1;12;17;70.6;7;24;31;26;14;7;3;18;-8
858;ORL vs. CHI;01/28/2023;L;48;109;41;83;49.4;10;28;35.7;17;24;70.8;6;30;36;29;13;5;0;18;-19
859;MIN vs. SAC;01/28/2023;W;48;117;42;80;52.5;17;37;45.9;16;21;76.2;9;35;44;25;20;5;2;26;7
860;CHI @ ORL;01/28/2023;W;48;128;48;81;59.3;16;35;45.7;16;19;84.2;4;34;38;30;12;5;6;22;19
861;NOP vs. WAS;01/28/2023;L;48;103;39;92;42.4;8;29;27.6;17;19;89.5;8;34;42;21;10;9;8;26;-10
862;BKN vs. NYK;01/28/2023;W;48;122;46;87;52.9;22;40;55.0;8;14;57.1;9;26;35;31;9;5;3;17;7
863;SAC @ MIN;01/28/2023;L;48;110;37;82;45.1;9;33;27.3;27;36;75.0;10;26;36;23;9;5;0;21;-7
864;WAS @ NOP;01/28/2023;W;48;113;40;88;45.5;11;36;30.6;22;29;75.9;13;40;53;18;18;5;8;17;10
865;HOU @ DET;01/28/2023;W;48;117;44;92;47.8;8;27;29.6;21;27;77.8;16;32;48;20;17;8;4;20;3
866;PHX @ SAS;01/28/2023;W;53;128;50;103;48.5;8;24;33.3;20;26;76.9;17;35;52;31;9;7;6;19;10
867;LAC @ ATL;01/28/2023;W;48;120;42;80;52.5;19;39;48.7;17;19;89.5;6;31;37;25;14;5;5;15;7
868;DET vs. HOU;01/28/2023;L;48;114;38;83;45.8;14;38;36.8;24;31;77.4;8;27;35;23;16;10;5;25;-3
869;BOS vs. LAL;01/28/2023;W;53;125;39;84;46.4;13;40;32.5;34;39;87.2;7;39;46;18;12;8;9;22;4
870;MIA vs. ORL;01/27/2023;W;48;110;39;85;45.9;10;33;30.3;22;26;84.6;5;32;37;28;11;9;3;19;5
871;TOR @ GSW;01/27/2023;L;48;117;46;101;45.5;12;33;36.4;13;21;61.9;14;32;46;24;10;5;4;17;-12
872;CLE @ OKC;01/27/2023;L;48;100;39;88;44.3;8;29;27.6;14;18;77.8;11;26;37;27;10;9;5;21;-12
873;OKC vs. CLE;01/27/2023;W;48;112;40;76;52.6;10;18;55.6;22;25;88.0;10;36;46;19;15;5;2;17;12
874;GSW vs. TOR;01/27/2023;W;48;129;50;90;55.6;18;43;41.9;11;15;73.3;5;38;43;40;14;5;1;18;12
875;IND vs. MIL;01/27/2023;L;48;131;49;89;55.1;13;33;39.4;20;28;71.4;5;33;38;22;13;10;4;24;-10
876;ORL @ MIA;01/27/2023;L;48;105;33;69;47.8;12;34;35.3;27;32;84.4;2;38;40;21;20;5;3;23;-5
877;MIL @ IND;01/27/2023;W;48;141;52;98;53.1;18;43;41.9;19;31;61.3;14;36;50;32;16;11;3;20;10
878;MIN vs. MEM;01/27/2023;W;48;111;44;86;51.2;13;35;37.1;10;15;66.7;9;36;45;31;20;12;6;19;11
879;MEM @ MIN;01/27/2023;L;48;100;38;93;40.9;8;33;24.2;16;19;84.2;15;32;47;22;21;14;2;12;-11
880;BKN vs. DET;01/26/2023;L;48;122;43;94;45.7;13;38;34.2;23;27;85.2;15;25;40;24;16;5;6;23;-8
881;BOS vs. NYK;01/26/2023;L;53;117;41;100;41.0;16;46;34.8;19;23;82.6;15;39;54;22;13;4;4;19;-3
882;SAS @ LAC;01/26/2023;L;48;100;37;82;45.1;8;24;33.3;18;28;64.3;11;31;42;24;14;2;1;18;-38
883;DET @ BKN;01/26/2023;W;48;130;48;95;50.5;11;27;40.7;23;26;88.5;15;33;48;27;11;12;5;22;8
884;LAC vs. SAS;01/26/2023;W;48;138;52;89;58.4;18;38;47.4;16;21;76.2;6;31;37;26;5;9;9;21;38
885;CHA vs. CHI;01/26/2023;W;48;111;39;84;46.4;7;32;21.9;26;31;83.9;6;46;52;24;16;8;5;19;15
886;CHI @ CHA;01/26/2023;L;48;96;37;91;40.7;4;25;16.0;18;22;81.8;7;36;43;16;13;8;2;20;-15
887;NYK @ BOS;01/26/2023;W;53;120;44;96;45.8;13;38;34.2;19;23;82.6;10;40;50;17;10;5;5;20;3
888;PHX vs. DAL;01/26/2023;L;48;95;35;86;40.7;13;32;40.6;12;16;75.0;13;37;50;24;9;4;6;21;-4
889;CLE @ HOU;01/26/2023;W;48;113;40;87;46.0;15;36;41.7;18;22;81.8;11;25;36;29;10;12;4;16;18
890;HOU vs. CLE;01/26/2023;L;48;95;39;76;51.3;5;21;23.8;12;20;60.0;10;36;46;24;22;5;6;20;-18
891;DAL @ PHX;01/26/2023;W;48;99;33;77;42.9;13;34;38.2;20;28;71.4;7;36;43;20;9;3;3;10;4
892;TOR @ SAC;01/25/2023;W;48;113;48;97;49.5;12;40;30.0;5;7;71.4;11;30;41;28;10;12;8;17;18
893;UTA @ POR;01/25/2023;L;48;124;47;90;52.2;20;41;48.8;10;15;66.7;8;27;35;32;13;5;5;18;-10
894;LAL vs. SAS;01/25/2023;W;48;113;40;90;44.4;10;33;30.3;23;30;76.7;11;45;56;25;20;12;9;13;9
895;NOP vs. MIN;01/25/2023;L;48;102;37;85;43.5;12;38;31.6;16;21;76.2;8;34;42;25;15;4;7;21;-9
896;MIN @ NOP;01/25/2023;W;48;111;40;82;48.8;11;29;37.9;20;28;71.4;4;32;36;23;9;8;5;18;9
897;SAC vs. TOR;01/25/2023;L;48;95;35;73;47.9;13;32;40.6;12;13;92.3;4;30;34;29;19;6;2;12;-18
898;ORL vs. IND;01/25/2023;W;48;126;46;82;56.1;15;28;53.6;19;25;76.0;9;25;34;34;18;8;7;22;6
899;BKN @ PHI;01/25/2023;L;48;133;49;76;64.5;14;26;53.8;21;27;77.8;6;25;31;29;16;3;4;26;-4
900;WAS @ HOU;01/25/2023;W;48;108;39;98;39.8;12;38;31.6;18;23;78.3;15;33;48;27;8;13;7;16;5
901;POR vs. UTA;01/25/2023;W;48;134;51;89;57.3;17;36;47.2;15;18;83.3;6;35;41;26;10;9;4;15;10
902;SAS @ LAL;01/25/2023;L;48;104;40;106;37.7;8;34;23.5;16;18;88.9;17;31;48;22;14;11;2;19;-9
903;OKC vs. ATL;01/25/2023;L;48;132;53;102;52.0;15;34;44.1;11;16;68.8;12;25;37;31;12;12;2;23;-5
904;MIL vs. DEN;01/25/2023;W;48;107;37;78;47.4;13;30;43.3;20;28;71.4;7;42;49;16;23;11;7;15;8
905;DEN @ MIL;01/25/2023;L;48;99;38;97;39.2;11;34;32.4;12;16;75.0;15;36;51;21;19;9;5;21;-8
906;MEM @ GSW;01/25/2023;L;48;120;42;88;47.7;10;31;32.3;26;37;70.3;11;25;36;26;14;10;3;26;-2
907;ATL @ OKC;01/25/2023;W;48;137;50;84;59.5;11;29;37.9;26;33;78.8;11;35;46;26;17;5;6;16;5
908;HOU vs. WAS;01/25/2023;L;48;103;42;97;43.3;5;28;17.9;14;20;70.0;17;40;57;29;14;5;10;15;-5
909;GSW vs. MEM;01/25/2023;W;48;122;43;85;50.6;14;32;43.8;22;28;78.6;14;30;44;33;22;7;5;27;2
910;IND @ ORL;01/25/2023;L;48;120;41;85;48.2;15;35;42.9;23;29;79.3;10;22;32;25;17;14;5;20;-6
911;PHI vs. BKN;01/25/2023;W;48;137;42;82;51.2;18;38;47.4;35;36;97.2;11;25;36;26;11;10;4;19;4
912;IND vs. CHI;01/24/2023;W;48;116;42;99;42.4;10;37;27.0;22;28;78.6;14;31;45;24;8;9;10;21;6
913;LAL vs. LAC;01/24/2023;L;48;115;42;95;44.2;16;40;40.0;15;24;62.5;9;23;32;21;7;8;4;13;-18
914;MIA vs. BOS;01/24/2023;W;48;98;34;94;36.2;12;33;36.4;18;23;78.3;14;37;51;21;8;7;2;18;3
915;LAC @ LAL;01/24/2023;W;48;133;51;84;60.7;19;38;50.0;12;15;80.0;7;40;47;25;15;4;9;20;18
916;NOP vs. DEN;01/24/2023;L;48;98;38;85;44.7;5;26;19.2;17;20;85.0;14;29;43;18;16;5;3;14;-1
917;DAL vs. WAS;01/24/2023;L;48;126;47;89;52.8;10;30;33.3;22;26;84.6;8;30;38;24;9;6;2;25;-1
918;CLE @ NYK;01/24/2023;L;48;103;40;87;46.0;12;33;36.4;11;16;68.8;10;31;41;29;12;8;4;19;-2
919;DEN @ NOP;01/24/2023;W;48;99;39;80;48.8;11;33;33.3;10;13;76.9;7;27;34;27;12;8;5;20;1
920;NYK vs. CLE;01/24/2023;W;48;105;37;75;49.3;17;33;51.5;14;21;66.7;9;33;42;25;17;4;3;18;2
921;CHI @ IND;01/24/2023;L;48;110;43;88;48.9;5;24;20.8;19;25;76.0;11;34;45;19;16;5;5;23;-6
922;PHX vs. CHA;01/24/2023;W;48;128;47;94;50.0;22;39;56.4;12;13;92.3;15;40;55;38;18;3;10;21;31
923;CHA @ PHX;01/24/2023;L;48;97;39;96;40.6;6;25;24.0;13;18;72.2;10;30;40;19;14;10;5;21;-31
924;WAS @ DAL;01/24/2023;W;48;127;42;83;50.6;11;30;36.7;32;41;78.0;6;35;41;28;11;7;3;22;1
925;BOS @ MIA;01/24/2023;L;48;95;32;74;43.2;10;32;31.3;21;27;77.8;5;39;44;21;17;5;6;22;-3
926;DET vs. MIL;01/23/2023;L;48;130;43;87;49.4;13;32;40.6;31;40;77.5;11;30;41;26;20;10;3;21;-20
927;CHA @ UTA;01/23/2023;L;48;102;38;85;44.7;2;16;12.5;24;34;70.6;11;31;42;22;15;8;7;23;-18
928;POR vs. SAS;01/23/2023;W;48;147;55;92;59.8;20;33;60.6;17;22;77.3;8;28;36;34;10;11;4;16;20
929;ORL vs. BOS;01/23/2023;W;48;113;43;84;51.2;11;27;40.7;16;24;66.7;8;32;40;22;11;10;3;12;15
930;BOS @ ORL;01/23/2023;L;48;98;36;83;43.4;18;46;39.1;8;11;72.7;8;29;37;24;18;5;4;23;-15
931;SAC vs. MEM;01/23/2023;W;48;133;49;88;55.7;22;40;55.0;13;14;92.9;10;43;53;37;25;10;5;11;33
932;MIL @ DET;01/23/2023;W;48;150;55;98;56.1;23;52;44.2;17;24;70.8;13;37;50;38;19;11;6;27;20
933;MIN @ HOU;01/23/2023;L;48;114;41;91;45.1;16;42;38.1;16;22;72.7;12;29;41;19;19;8;7;22;-5
934;CHI vs. ATL;01/23/2023;W;48;111;44;95;46.3;11;34;32.4;12;18;66.7;15;32;47;28;11;13;3;20;11
935;MEM @ SAC;01/23/2023;L;48;100;40;98;40.8;12;36;33.3;8;10;80.0;10;21;31;28;15;14;3;21;-33
936;HOU vs. MIN;01/23/2023;W;48;119;44;88;50.0;11;30;36.7;20;30;66.7;12;35;47;24;23;11;5;15;5
937;SAS @ POR;01/23/2023;L;48;127;47;90;52.2;13;27;48.1;20;26;76.9;14;26;40;30;15;7;4;18;-20
938;UTA vs. CHA;01/23/2023;W;48;120;41;86;47.7;16;40;40.0;22;26;84.6;9;37;46;25;16;8;4;26;18
939;ATL @ CHI;01/23/2023;L;48;100;39;85;45.9;10;33;30.3;12;19;63.2;9;34;43;24;19;6;4;14;-11
940;TOR vs. NYK;01/22/2023;W;48;125;41;90;45.6;15;34;44.1;28;35;80.0;17;28;45;21;8;12;4;20;9
941;BKN @ GSW;01/22/2023;W;48;120;43;79;54.4;14;27;51.9;20;31;64.5;9;33;42;30;16;4;7;22;4
942;NYK @ TOR;01/22/2023;L;48;116;40;82;48.8;18;41;43.9;18;26;69.2;14;33;47;30;17;4;4;24;-9
943;DEN vs. OKC;01/22/2023;L;48;99;36;82;43.9;10;28;35.7;17;33;51.5;10;32;42;22;9;7;5;16;-2
944;DAL vs. LAC;01/22/2023;L;48;98;35;80;43.8;13;35;37.1;15;26;57.7;12;26;38;15;10;3;3;21;-14
945;MIA vs. NOP;01/22/2023;W;48;100;35;80;43.8;8;34;23.5;22;27;81.5;12;30;42;17;22;16;1;14;4
946;LAL @ POR;01/22/2023;W;48;121;45;86;52.3;10;30;33.3;21;27;77.8;10;41;51;23;13;5;5;19;9
947;MEM @ PHX;01/22/2023;L;48;110;40;92;43.5;11;32;34.4;19;27;70.4;15;37;52;28;20;8;4;22;-2
948;OKC @ DEN;01/22/2023;W;48;101;40;89;44.9;7;26;26.9;14;16;87.5;14;36;50;21;8;4;5;24;2
949;POR vs. LAL;01/22/2023;L;48;112;37;86;43.0;17;46;37.0;21;25;84.0;11;27;38;24;12;5;7;24;-9
950;NOP @ MIA;01/22/2023;L;48;96;37;78;47.4;8;30;26.7;14;18;77.8;8;33;41;24;25;17;4;22;-4
951;PHX vs. MEM;01/22/2023;W;48;112;39;88;44.3;13;35;37.1;21;25;84.0;6;34;40;25;17;10;5;26;2
952;GSW vs. BKN;01/22/2023;L;48;116;41;90;45.6;13;32;40.6;21;27;77.8;10;32;42;28;12;10;2;24;-4
953;LAC @ DAL;01/22/2023;W;48;112;35;77;45.5;12;28;42.9;30;31;96.8;9;37;46;20;11;6;3;23;14
954;MIL @ CLE;01/21/2023;L;48;102;39;86;45.3;14;39;35.9;10;11;90.9;7;29;36;24;16;3;6;17;-12
955;MIN vs. HOU;01/21/2023;W;48;113;38;83;45.8;17;41;41.5;20;24;83.3;3;27;30;20;12;12;9;26;9
956;BOS @ TOR;01/21/2023;W;48;106;38;85;44.7;16;35;45.7;14;15;93.3;11;30;41;25;15;9;8;17;2
957;PHI @ SAC;01/21/2023;W;48;129;49;93;52.7;12;28;42.9;19;23;82.6;16;30;46;27;15;4;3;26;2
958;ATL vs. CHA;01/21/2023;L;48;118;45;83;54.2;11;25;44.0;17;20;85.0;6;34;40;24;18;5;4;20;-4
959;CHA @ ATL;01/21/2023;W;48;122;45;89;50.6;13;34;38.2;19;22;86.4;6;30;36;28;12;11;2;18;4
960;ORL @ WAS;01/21/2023;L;48;118;42;90;46.7;14;34;41.2;20;24;83.3;9;32;41;24;11;3;10;19;-20
961;WAS vs. ORL;01/21/2023;W;48;138;51;95;53.7;18;34;52.9;18;25;72.0;9;37;46;34;8;6;5;18;20
962;HOU @ MIN;01/21/2023;L;48;104;38;79;48.1;9;24;37.5;19;33;57.6;15;41;56;24;23;4;6;19;-9
963;PHX vs. IND;01/21/2023;W;48;112;38;91;41.8;12;31;38.7;24;35;68.6;14;41;55;27;15;9;8;20;5
964;TOR vs. BOS;01/21/2023;L;48;104;46;86;53.5;7;19;36.8;5;7;71.4;6;35;41;24;14;7;9;13;-2
